name,establishment,address,city,locality,latitude,longitude,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,photo_count,delivery,takeaway
Khanna Tandoori Junction,Quick Bites,"F1/9, Mandir Marg , Krishna Nagar, New Delhi",New Delhi,Krishna Nagar,28.65988868,77.28286017,"Krishna Nagar, New Delhi","Chinese, North Indian",11 AM to 12:30 AM,150,1,"Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating",4.2,Very Good,163,146,-1,-1
NicoCaara,Cafe,"215, 2nd Floor, Chanakya Mall, Chanakyapuri, New Delhi",New Delhi,"Chanakya Mall, Chanakyapuri",28.58425587,77.19057508,"Chanakya Mall, Chanakyapuri, New Delhi","Continental, Healthy Food","10 AM to 10 PM (Mon-Thu), 10 AM to 11 PM (Fri-Sun)",1800,3,"Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Gluten Free Options', 'Fullbar', 'Table booking recommended', 'Vegan Options', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,235,240,-1,-1
Grand Madras Cafe,Quick Bites,"1604-1605, Chandrawal Road, Kamla Nagar, Kamla Nagar, New Delhi",New Delhi,Kamla Nagar,28.67754883,77.20453531,"Kamla Nagar, New Delhi",South Indian,8 AM to 11 PM,250,1,"Dinner', 'Cash', 'Delivery', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi",3.8,Good,100,21,-1,-1
Butter Chicken Company,Unknown,M-55 Second floor M Block market Greater Kailash part 1 ,New Delhi,Greater Kailash 1 (GK1),28.55639061,77.2383536,"Greater Kailash 1 (GK1), New Delhi","North Indian, Biryani, Mughlai",12noon to 2am (Mon-Sun),500,2,"No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available",4.5,Excellent,56,48,1,-1
Sankalp,Casual Dining,"Shop 4, Vaishali Enclave, Pitampura, New Delhi",New Delhi,Pitampura,28.70003736,77.13722762,"Pitampura, New Delhi","South Indian, North Indian",11 AM to 11 PM,700,2,"Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Table reservation required', 'Air Conditioned', 'Pure Veg",4,Very Good,1097,773,1,-1
Nirula's,Quick Bites,"47, North Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.6663489,77.125585,"Punjabi Bagh, New Delhi","Fast Food, Ice Cream, Desserts",11am to 12midnight (Mon-Sun),600,2,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes",4,Very Good,22,115,1,-1
Xero Degrees,Cafe,"G-18B, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,Vijay Nagar,28.694923,77.203577,"Vijay Nagar, New Delhi","Cafe, Fast Food",12:30 PM to 11 PM,750,2,"Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating",4.9,Excellent,182,589,1,-1
1 Oak Cafe & Bar,Casual Dining,"Moolchand Flyover Complex, Defence Colony, New Delhi",New Delhi,Defence Colony,28.56639804,77.23385319,"Defence Colony, New Delhi","Continental, Italian, Chinese, North Indian, Salad",11 AM to 1 AM,1600,3,"Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Live Music', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Hookah', 'Wifi",3.9,Good,1468,1493,-1,-1
Q'BA,Bar,"E-42 & 43, Inner Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63218562,77.22052027,"Connaught Place, New Delhi","North Indian, Italian, Chinese, Continental, Thai",12 Noon to 1 AM,2000,4,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Serves Cocktails', 'Free Wifi', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'DJ', 'Fullbar', 'Beer', 'Table booking for Groups', 'Digital Payments Accepted', 'Sneakpeek', 'Private Dining Area Available', 'Wheelchair Accessible', 'Nightlife', 'Wine', 'Indoor Seating",4.3,Very Good,396,825,-1,-1
Imperfecto Shor,Club,"Hotel Pride Plaza, Hospitality District 5A Assest, Aerocity, New Delhi",New Delhi,Aerocity,28.552843,77.123051,"Aerocity, New Delhi","Japanese, Italian, Thai, Lebanese, Beverages","Closed (Mon, Tue, Wed, Thu, Sun), 10pm to 4am (Fri-Sat)",1500,3,"Takeaway Available', 'Lunch', 'Serves Alcohol', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Beer', 'Air Conditioned', 'Smoking Area', 'DJ', 'Wine', 'Live Music', 'Table booking recommended",0,Not rated,2,49,-1,-1
Barcode,Bar,"228, 3rd Floor, Service Centre, Sector 9, Dwarka",New Delhi,"Sector 9, Dwarka",28.57614,77.06903,"Sector 9, Dwarka, New Delhi","North Indian, Chinese, Italian, Continental",12 Noon to 12 Midnight,1100,3,"Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Free Wifi', 'Wheelchair Accessible', 'Nightlife', 'Entry Fee', 'Air Conditioned', 'Wifi', 'Fullbar', 'Sneakpeek', 'Rooftop', 'Digital Payments Accepted', 'Free Parking', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Live Sports Screening', 'Indoor Seating",4.2,Very Good,848,1881,1,-1
Too Indian,Casual Dining,"A 39, Vishal Enclave, Rajouri Garden, New Delhi",New Delhi,Rajouri Garden,28.65046625,77.12014563,"Rajouri Garden, New Delhi","North Indian, Continental",12 Noon to 1 AM,1400,3,"Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Wifi",4,Very Good,2037,7311,1,-1
EXO Charlie,Cocktail bar,"Ground Floor, Shopping Arcade, Shangri-La&#39;s Eros Hotel, 19 Ashoka Road, Connaught Place, New Delhi",New Delhi,"Shangri-La's - Eros Hotel, Connaught Place",28.62118999,77.21702836,"Shangri-La's - Eros Hotel, Connaught Place, New Delhi",Finger Food,1pm to 3am (Mon-Sun),2200,4,"Dinner', 'Serves Alcohol', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Live Music', 'Serves Cocktails', 'Fullbar', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Digital Payments Accepted",4.4,Very Good,91,233,-1,-1
TOS - Take Off Scarlet,Lounge,"13-C, North West Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.66631114,77.12549429,"Punjabi Bagh, New Delhi","North Indian, Italian, Chinese, Continental",12:30 PM to 12:30 AM,1400,3,"Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Hookah', 'Dance Floor', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,2800,3824,-1,-1
Out Of The Box,Casual Dining,"5, Khan Market, New Delhi",New Delhi,Khan Market,28.5997905,77.2262576,"Khan Market, New Delhi","North Indian, Lebanese, Mexican, Italian, American",12 Noon to 1 AM,1550,3,"Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Table booking recommended', 'Live Music', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Indoor Seating', 'Wifi",4.7,Excellent,2631,3319,1,-1
Tossin Pizza,Casual Dining,"M 45, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",New Delhi,Greater Kailash 2 (GK2),28.53379441,77.24248286,"Greater Kailash 2 (GK2), New Delhi","Pizza, Italian, Fast Food",11am to 4am (Mon-Sun),900,2,"Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted",4.8,Excellent,252,124,1,-1
Blue Tokai Coffee Roasters,Cafe,"B 6, Commercial Complex, Opposite Deer Park, Safdarjung, New Delhi",New Delhi,Safdarjung,28.55966262,77.19705496,"Safdarjung, New Delhi","Cafe, Coffee",7:30am to 11pm (Mon-Sun),900,2,"Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Air Conditioned', 'Pet Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Smoking Area', 'Wifi",4,Very Good,77,107,1,-1
Karim's,Casual Dining,"Shop 30-31, DDA Complex, Road 44, Ranibagh, Pitampura, New Delhi",New Delhi,Pitampura,28.68925973,77.13483777,"Pitampura, New Delhi","Mughlai, North Indian, Kebab, Rolls","12:30 PM to 12 Midnight (Mon, Wed-Sun), Tue Closed",800,2,"Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned",4,Very Good,423,245,-1,-1
The Coffee Shop,Cafe,"8, PVR Anupam Complex, Community Centre",New Delhi,"PVR Anupam Complex, Saket",28.5228695,77.20790751,"PVR Anupam Complex, Saket, New Delhi","Cafe, Italian",9 AM to 12 Midnight,1500,3,"Delivery', 'Breakfast', 'Dinner', 'Lunch', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Wifi', 'All Day Breakfast', 'Wine', 'Beer', 'Table booking not available', 'Indoor Seating",4.2,Very Good,689,1195,-1,-1
Khanna Tandoori Junction,Quick Bites,"F1/9, Mandir Marg , Krishna Nagar, New Delhi",New Delhi,Krishna Nagar,28.65988868,77.28286017,"Krishna Nagar, New Delhi","Chinese, North Indian",11 AM to 12:30 AM,150,1,"Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating",4.2,Very Good,163,146,1,-1
NicoCaara,Cafe,"215, 2nd Floor, Chanakya Mall, Chanakyapuri, New Delhi",New Delhi,"Chanakya Mall, Chanakyapuri",28.58425587,77.19057508,"Chanakya Mall, Chanakyapuri, New Delhi","Continental, Healthy Food","10 AM to 10 PM (Mon-Thu), 10 AM to 11 PM (Fri-Sun)",1800,3,"Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Gluten Free Options', 'Fullbar', 'Table booking recommended', 'Vegan Options', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,235,240,-1,-1
Grand Madras Cafe,Quick Bites,"1604-1605, Chandrawal Road, Kamla Nagar, Kamla Nagar, New Delhi",New Delhi,Kamla Nagar,28.67754883,77.20453531,"Kamla Nagar, New Delhi",South Indian,8 AM to 11 PM,250,1,"Dinner', 'Cash', 'Delivery', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi",3.8,Good,100,21,1,-1
Butter Chicken Company,Unknown,M-55 Second floor M Block market Greater Kailash part 1 ,New Delhi,Greater Kailash 1 (GK1),28.55639061,77.2383536,"Greater Kailash 1 (GK1), New Delhi","North Indian, Biryani, Mughlai",12noon to 2am (Mon-Sun),500,2,"No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available",4.5,Excellent,56,48,1,-1
Sankalp,Casual Dining,"Shop 4, Vaishali Enclave, Pitampura, New Delhi",New Delhi,Pitampura,28.70003736,77.13722762,"Pitampura, New Delhi","South Indian, North Indian",11 AM to 11 PM,700,2,"Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Table reservation required', 'Air Conditioned', 'Pure Veg",4,Very Good,1097,773,1,-1
Nirula's,Quick Bites,"47, North Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.6663489,77.125585,"Punjabi Bagh, New Delhi","Fast Food, Ice Cream, Desserts",11am to 12midnight (Mon-Sun),600,2,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes",4,Very Good,22,115,1,-1
Xero Degrees,Cafe,"G-18B, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,Vijay Nagar,28.694923,77.203577,"Vijay Nagar, New Delhi","Cafe, Fast Food",12:30 PM to 11 PM,750,2,"Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating",4.9,Excellent,182,589,1,-1
1 Oak Cafe & Bar,Casual Dining,"Moolchand Flyover Complex, Defence Colony, New Delhi",New Delhi,Defence Colony,28.56639804,77.23385319,"Defence Colony, New Delhi","Continental, Italian, Chinese, North Indian, Salad",11 AM to 1 AM,1600,3,"Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Live Music', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Hookah', 'Wifi",3.9,Good,1468,1493,-1,-1
Q'BA,Bar,"E-42 & 43, Inner Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63218562,77.22052027,"Connaught Place, New Delhi","North Indian, Italian, Chinese, Continental, Thai",12 Noon to 1 AM,2000,4,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Serves Cocktails', 'Free Wifi', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'DJ', 'Fullbar', 'Beer', 'Table booking for Groups', 'Digital Payments Accepted', 'Sneakpeek', 'Private Dining Area Available', 'Wheelchair Accessible', 'Nightlife', 'Wine', 'Indoor Seating",4.3,Very Good,396,825,-1,-1
Imperfecto Shor,Club,"Hotel Pride Plaza, Hospitality District 5A Assest, Aerocity, New Delhi",New Delhi,Aerocity,28.552843,77.123051,"Aerocity, New Delhi","Japanese, Italian, Thai, Lebanese, Beverages","Closed (Mon, Tue, Wed, Thu, Sun), 10pm to 4am (Fri-Sat)",1500,3,"Takeaway Available', 'Lunch', 'Serves Alcohol', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Beer', 'Air Conditioned', 'Smoking Area', 'DJ', 'Wine', 'Live Music', 'Table booking recommended",0,Not rated,2,49,-1,-1
Barcode,Bar,"228, 3rd Floor, Service Centre, Sector 9, Dwarka",New Delhi,"Sector 9, Dwarka",28.57614,77.06903,"Sector 9, Dwarka, New Delhi","North Indian, Chinese, Italian, Continental",12 Noon to 12 Midnight,1100,3,"Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Free Wifi', 'Wheelchair Accessible', 'Nightlife', 'Entry Fee', 'Air Conditioned', 'Wifi', 'Fullbar', 'Sneakpeek', 'Rooftop', 'Digital Payments Accepted', 'Free Parking', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Live Sports Screening', 'Indoor Seating",4.2,Very Good,848,1881,1,-1
Too Indian,Casual Dining,"A 39, Vishal Enclave, Rajouri Garden, New Delhi",New Delhi,Rajouri Garden,28.65046625,77.12014563,"Rajouri Garden, New Delhi","North Indian, Continental",12 Noon to 1 AM,1400,3,"Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Wifi",4,Very Good,2037,7311,1,-1
EXO Charlie,Cocktail bar,"Ground Floor, Shopping Arcade, Shangri-La&#39;s Eros Hotel, 19 Ashoka Road, Connaught Place, New Delhi",New Delhi,"Shangri-La's - Eros Hotel, Connaught Place",28.62118999,77.21702836,"Shangri-La's - Eros Hotel, Connaught Place, New Delhi",Finger Food,1pm to 3am (Mon-Sun),2200,4,"Dinner', 'Serves Alcohol', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Live Music', 'Serves Cocktails', 'Fullbar', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Digital Payments Accepted",4.4,Very Good,91,233,-1,-1
TOS - Take Off Scarlet,Lounge,"13-C, North West Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.66631114,77.12549429,"Punjabi Bagh, New Delhi","North Indian, Italian, Chinese, Continental",12:30 PM to 12:30 AM,1400,3,"Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Hookah', 'Dance Floor', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,2800,3824,-1,-1
Out Of The Box,Casual Dining,"5, Khan Market, New Delhi",New Delhi,Khan Market,28.5997905,77.2262576,"Khan Market, New Delhi","North Indian, Lebanese, Mexican, Italian, American",12 Noon to 1 AM,1550,3,"Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Table booking recommended', 'Live Music', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Indoor Seating', 'Wifi",4.7,Excellent,2631,3319,1,-1
Tossin Pizza,Casual Dining,"M 45, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",New Delhi,Greater Kailash 2 (GK2),28.53379441,77.24248286,"Greater Kailash 2 (GK2), New Delhi","Pizza, Italian, Fast Food",11am to 4am (Mon-Sun),900,2,"Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted",4.8,Excellent,252,124,1,-1
Blue Tokai Coffee Roasters,Cafe,"B 6, Commercial Complex, Opposite Deer Park, Safdarjung, New Delhi",New Delhi,Safdarjung,28.55966262,77.19705496,"Safdarjung, New Delhi","Cafe, Coffee",7:30am to 11pm (Mon-Sun),900,2,"Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Air Conditioned', 'Pet Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Smoking Area', 'Wifi",4,Very Good,77,107,1,-1
Karim's,Casual Dining,"Shop 30-31, DDA Complex, Road 44, Ranibagh, Pitampura, New Delhi",New Delhi,Pitampura,28.68925973,77.13483777,"Pitampura, New Delhi","Mughlai, North Indian, Kebab, Rolls","12:30 PM to 12 Midnight (Mon, Wed-Sun), Tue Closed",800,2,"Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned",4,Very Good,423,245,-1,-1
The Coffee Shop,Cafe,"8, PVR Anupam Complex, Community Centre",New Delhi,"PVR Anupam Complex, Saket",28.5228695,77.20790751,"PVR Anupam Complex, Saket, New Delhi","Cafe, Italian",9 AM to 12 Midnight,1500,3,"Delivery', 'Breakfast', 'Dinner', 'Lunch', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Wifi', 'All Day Breakfast', 'Wine', 'Beer', 'Table booking not available', 'Indoor Seating",4.2,Very Good,689,1195,-1,-1
Khanna Tandoori Junction,Quick Bites,"F1/9, Mandir Marg , Krishna Nagar, New Delhi",New Delhi,Krishna Nagar,28.65988868,77.28286017,"Krishna Nagar, New Delhi","Chinese, North Indian",11 AM to 12:30 AM,150,1,"Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating",4.2,Very Good,163,146,1,-1
NicoCaara,Cafe,"215, 2nd Floor, Chanakya Mall, Chanakyapuri, New Delhi",New Delhi,"Chanakya Mall, Chanakyapuri",28.58425587,77.19057508,"Chanakya Mall, Chanakyapuri, New Delhi","Continental, Healthy Food","10 AM to 10 PM (Mon-Thu), 10 AM to 11 PM (Fri-Sun)",1800,3,"Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Gluten Free Options', 'Fullbar', 'Table booking recommended', 'Vegan Options', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,235,240,-1,-1
Grand Madras Cafe,Quick Bites,"1604-1605, Chandrawal Road, Kamla Nagar, Kamla Nagar, New Delhi",New Delhi,Kamla Nagar,28.67754883,77.20453531,"Kamla Nagar, New Delhi",South Indian,8 AM to 11 PM,250,1,"Dinner', 'Cash', 'Delivery', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi",3.8,Good,100,21,1,-1
Butter Chicken Company,Unknown,M-55 Second floor M Block market Greater Kailash part 1 ,New Delhi,Greater Kailash 1 (GK1),28.55639061,77.2383536,"Greater Kailash 1 (GK1), New Delhi","North Indian, Biryani, Mughlai",12noon to 2am (Mon-Sun),500,2,"No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available",4.5,Excellent,56,48,1,-1
Sankalp,Casual Dining,"Shop 4, Vaishali Enclave, Pitampura, New Delhi",New Delhi,Pitampura,28.70003736,77.13722762,"Pitampura, New Delhi","South Indian, North Indian",11 AM to 11 PM,700,2,"Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Table reservation required', 'Air Conditioned', 'Pure Veg",4,Very Good,1097,773,1,-1
Nirula's,Quick Bites,"47, North Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.6663489,77.125585,"Punjabi Bagh, New Delhi","Fast Food, Ice Cream, Desserts",11am to 12midnight (Mon-Sun),600,2,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes",4,Very Good,22,115,1,-1
Xero Degrees,Cafe,"G-18B, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,Vijay Nagar,28.694923,77.203577,"Vijay Nagar, New Delhi","Cafe, Fast Food",12:30 PM to 11 PM,750,2,"Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating",4.9,Excellent,182,589,1,-1
1 Oak Cafe & Bar,Casual Dining,"Moolchand Flyover Complex, Defence Colony, New Delhi",New Delhi,Defence Colony,28.56639804,77.23385319,"Defence Colony, New Delhi","Continental, Italian, Chinese, North Indian, Salad",11 AM to 1 AM,1600,3,"Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Live Music', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Hookah', 'Wifi",3.9,Good,1468,1493,-1,-1
Q'BA,Bar,"E-42 & 43, Inner Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63218562,77.22052027,"Connaught Place, New Delhi","North Indian, Italian, Chinese, Continental, Thai",12 Noon to 1 AM,2000,4,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Serves Cocktails', 'Free Wifi', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'DJ', 'Fullbar', 'Beer', 'Table booking for Groups', 'Digital Payments Accepted', 'Sneakpeek', 'Private Dining Area Available', 'Wheelchair Accessible', 'Nightlife', 'Wine', 'Indoor Seating",4.3,Very Good,396,825,-1,-1
Imperfecto Shor,Club,"Hotel Pride Plaza, Hospitality District 5A Assest, Aerocity, New Delhi",New Delhi,Aerocity,28.552843,77.123051,"Aerocity, New Delhi","Japanese, Italian, Thai, Lebanese, Beverages","Closed (Mon, Tue, Wed, Thu, Sun), 10pm to 4am (Fri-Sat)",1500,3,"Takeaway Available', 'Lunch', 'Serves Alcohol', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Beer', 'Air Conditioned', 'Smoking Area', 'DJ', 'Wine', 'Live Music', 'Table booking recommended",0,Not rated,2,49,-1,-1
Barcode,Bar,"228, 3rd Floor, Service Centre, Sector 9, Dwarka",New Delhi,"Sector 9, Dwarka",28.57614,77.06903,"Sector 9, Dwarka, New Delhi","North Indian, Chinese, Italian, Continental",12 Noon to 12 Midnight,1100,3,"Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Free Wifi', 'Wheelchair Accessible', 'Nightlife', 'Entry Fee', 'Air Conditioned', 'Wifi', 'Fullbar', 'Sneakpeek', 'Rooftop', 'Digital Payments Accepted', 'Free Parking', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Live Sports Screening', 'Indoor Seating",4.2,Very Good,848,1881,1,-1
Too Indian,Casual Dining,"A 39, Vishal Enclave, Rajouri Garden, New Delhi",New Delhi,Rajouri Garden,28.65046625,77.12014563,"Rajouri Garden, New Delhi","North Indian, Continental",12 Noon to 1 AM,1400,3,"Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Wifi",4,Very Good,2037,7311,1,-1
EXO Charlie,Cocktail bar,"Ground Floor, Shopping Arcade, Shangri-La&#39;s Eros Hotel, 19 Ashoka Road, Connaught Place, New Delhi",New Delhi,"Shangri-La's - Eros Hotel, Connaught Place",28.62118999,77.21702836,"Shangri-La's - Eros Hotel, Connaught Place, New Delhi",Finger Food,1pm to 3am (Mon-Sun),2200,4,"Dinner', 'Serves Alcohol', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Live Music', 'Serves Cocktails', 'Fullbar', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Digital Payments Accepted",4.4,Very Good,91,233,-1,-1
